votes,user_id,review_id,stars,date,text,type,business_id
"{'funny': 1, 'useful': 0, 'cool': 0}",1jyNMw5sbi9Qkdd-WmI5Nw,mOHBLx00eQuI7Xz8Ed1xCQ,3,2014-07-06,"A Living Social deal is what brought us to Donovan's. It was our first time and it was OK. I think we have been spoiled when it comes to steakhouses because of all the meals we have eaten at Capital Grille. We started at the bar and were pleased to find out that during happy hour you could get wines for $6 and cocktails for $9. We tried the classic gin martini with blue cheese stuffed olives. It was delicious. We enjoyed the music they were playing and the bartender was very good. They were nice enough to transfer our bar tab to our table. The dining room is nice, but it was a little chilly and the lighting was too bright. We noticed that after we were seated we couldn't hear the music anymore, which was a bummer. We don't want to see the blood on a medium rare steak and spend the whole night listening to other tables conversations. 

The fresh bread and butter was good. We ordered 6 blue point oysters on the half shell, a wedge salad, surf and turf, filet topped with blue cheese and red wine demo glacé with Alaska king crab legs and a side of creamed spinach. The oysters were weird. They were huge, which is great, but they weren't fully shucked. They were served with cocktail sauce, horseradish, and balsamic vinegar. The cocktail sauce was super sweet, tasted like ketchup. We spiced it up with the horseradish, but it wasn't quite right. They tasted weird, and we couldn't place what was off. The wedge salad was good, but there was a $2 charge for blue cheese crumbles, which is silly. The bacon on the salad tasted great, but had the consistency of bacon dust, like they took the bacon, put it into a food processor and obliterated it. When the steak landed they brought it with lobster. We had ordered king crab, so they took the lobster and rushed the crab. We enjoyed the steak in the meantime which was served with a side of au gratin potatoes, snap peas and a baby carrot. The potatoes were bland, the baby carrot undercooked, but the snap peas were great. The creamed spinach wasn't anything special, but the steak was very good, and the king crab was good once we got it. 

As far as service goes, the wait staff uses a team approach, which is great for managing multiple tables. Maestro's uses a similar approach for flawless execution. It wasn't flawless here, but was decent. For example, we ordered a bottle of wine with one person and were asked by a different person on the team if we wanted wine. Not a big deal, but an opportunity for improvement. 

Overall, a very decent experience and I am glad we checked it out. However, if we are going to drop that kind of money, we will opt for Capital Grille.",review,ar90fbRbQtiyZLtwjwwXUg
"{'funny': 0, 'useful': 0, 'cool': 0}",-j9Hd8q_CfvfE1a8n_7Pew,X_5B2E2nQNStMgZcowbg_A,5,2014-07-02,"Great place! Relaxing, clean atmosphere with efficient, courteous staff. I stopped in on a whim for a pedicure and they got me in right away. Decent prices and my technician did a great job! I would definitely recommend this salon.",review,WbGG_Q6kefWOr000oLza9A
"{'funny': 0, 'useful': 0, 'cool': 0}",pJPmG2iPMc9fVA5hUhPw6w,W5YPsfY2-CfJJlCbGm753Q,5,2014-01-24,"I can't sing enough praises for Denise and the staff at the HOB Company Store! I called from Austin, TX, looking for certain paintings by ""Glitter Girl"" that are difficult to find. The two young women who helped me went out of their way by sending pics of the paintings that were available and answering all my questions. I was able to purchase two large paintings over the phone and have them shipped to Texas. Honestly, it was an exceptional experience, and so nice to know people care about a customer's satisfaction. Will definitely stop by the HOB next time I am in Las Vegas! Kudos again and again to Denise and her fellow HOB members!!! I am happy, Deborah Grimsley",review,M2SjLXsuAy5RNKwxaA5E1g
"{'funny': 0, 'useful': 0, 'cool': 0}",jgnhR0_8Xwq_EFLsbZbLCg,QBcAI8FVou4s6raiFHuaNQ,4,2012-10-08,"I am a fan of The Peppermill Restaurant.  I went this morning for breakfast and it was just what I expected.  I ordered a pancakes, eggs, bacon,sausages, hashbrown and shared it with my sister.  The meal was huge.  Very good service and quick on refills.  I can see why it's a local favorite.",review,SsTxjxo8qvqBMvan1rzNzg
"{'funny': 1, 'useful': 3, 'cool': 3}",RXrul5VWnGmW0_sA1R8dUw,22hcptPPz_ML7Hspc3OgKQ,3,2010-08-09,"Cuttea Sark is a wee shop that specialises in tea and coffee. 

As the sign outside proudly proclaims, they sell tea leaves, tea bags and freshly ground coffee beans alongside espresso machines, coffee perculators and milk jugs. The thing that makes them such a hit with passing tourists however, is the dazzling assortment of different teacups, mugs and tea pots lined up in the window. There's stylish china ones but the majority seem to be chunky ceramic ones with stripes, spots, animals, characters or landscapes. Hell, they even have a few tartan ones with hefty price tags. 

Whilst I appreciate there's a following for this kind of thing, I prefer to swig my coffee out of a Cath Kidson cowboy mug.",review,TlP7q6YjpIUscKAGEhJIhA
"{'funny': 0, 'useful': 0, 'cool': 0}",L-cexm4-3KDqtL6kGfjzBA,ZpVaXPoIMAyzMuHw5UneMg,4,2013-11-02,"Crema Crema Crema Chameleon.... Chameleon
This is an oldie but goodie.  I am excited to see that they have doubled their size in the last couple of years, which means business is good.
Coffee, breakfast and lunch are done right here.  Plenty of healthy options for lunch, homemade soups, sammies and salads.
Lunch time is packed so come early if you want a good spot.
Only downside is they close at 3:30pm",review,Agr28_3DohGpTAD0NGS95Q
"{'funny': 0, 'useful': 5, 'cool': 0}",-H7hd6l1GIEyyAWe0uCybA,n1HFgKBa7jHEbxA2BL7JKg,5,2012-05-22,"New management, New menu
we have been 3 times and food was awesome all 3 times!  great service, cool outdoor patio.  Great Happy Hour specials.  We'll be back!",review,ccRPyxvCzkhwpb5ClCbTsw
"{'funny': 0, 'useful': 0, 'cool': 0}",hKi3fwejbQCHvdAoT7aXlg,GXyLDtdO1MQgfSouj85Mxw,5,2013-11-15,"I finally got to see what all the commotion was about. And it's about the best damn shrimp in Las Vegas . We opted for the hot juicy medium flavor and it was amazing. Make sure you use the protective gear they give you, cuz it can be messy. Also gloves are helpful as well so your fingers don't smell like garlic for the next two days. All in all this is probably my new favorite spot on Spring Mountain or even maybe Las Vegas.",review,YrIfgzLj0DPStJ1ESAS_Qg
"{'funny': 0, 'useful': 0, 'cool': 0}",hNQXZBBkStuO6ndrqqmwfQ,HdiVS2kzY7wCfi6KRXzknw,5,2013-06-30,"My compliments to Win Wyn Billing Services!  They are on top of my daily billing, old accounts, late payments by insurance companies or patients, and even my lien/legal cases. Lynda and her crew are always available to answer any of my questions with great expertise. If the answer is not readily known they will research it and get back to me quickly. I recommend them for any small medical practice.",review,62HYKNRiQhnTQLuRYgYJEA
"{'funny': 0, 'useful': 2, 'cool': 1}",Ig_l8o-WgC3CvIeyRoUoNg,eY0yzdmNjcKSXTr55r_lOQ,4,2011-03-22,"Customer Service here was great,  I called ahead of time for prices and there was no hold!  Additionally the CSR was well groomed and polite.",review,pEtoPIsn4KbQudSORodT2A
"{'funny': 0, 'useful': 0, 'cool': 0}",UaUh7MnJ8NITAbgIvpkc6w,5IXfb1Q5lhisXeT1rPbF_A,5,2012-03-04,"Absolutely incredible Thai food. Trust me - I don't give many five star reviews and lotus deserves every single one of them. Haven't found a better Thai place in NY, Boston, or San Francisco (and it's not even close). 

I've had the garlic prawns (dreamy dish, HUGE shrimp, crispy shell), tom yum (deep, sour lemongrassy flavor), crispy duck penang (awesome though small for what you pay - maybe 8 strips of fried duck with sauce for over $20. devoured it), soft shell crab drunken noodle (really good), sea bass noodle (absurdly delicious), and more. I hear the dessert is really good too. 

Don't miss out on this place. Also, if you don't enjoy heat ask for level 2 (of 10). Don't go above 3 unless you want a hot dish. 6+ will knock your socks (and palate) off.",review,lliksv-tglfUz1T3B3vgvA
"{'funny': 0, 'useful': 1, 'cool': 1}",xcU6ZBvt-DqZHxQ5tvhaVQ,q7B2Apt68GM7aWAEMt9_2w,5,2011-07-07,"This is the best Chinese buffet! I had a chance to visit Tempe last year and my friend brought me to this place and I've since then wanting to go back. You'll never find better deal around this area. I went for their dinner and it costs about $17 with tax. Fresh palm sized oyster (seasonal), sashimis, snow crab legs, roasted duck and many more. Great varieties without compromising quality. Will DEFINITELY go back again the next time I went down to Tempe or felt the need to gain some pounds!",review,KpCKaIDZ1m4bQj2ur3olfg
"{'funny': 15, 'useful': 12, 'cool': 5}",m3owI-ootxkSE1Dd08ETcw,THyMMl6LixmcZX863JQApQ,2,2012-07-21,"I feel sort of wrong for reviewing this spot since I didn't pawn or buy anything, but it's a landmark tourist attraction since they've got that damn show, so I felt like making a stop. 

Lucky me, there was no line to get in at all, and plenty of parking in the lot. 

It's, uh, it sure is... small in here. Honestly, you probably think this place has some size to it if you're a fan of the show. It does not. You could probably stretch Chumlee's underwear and hit all four corners of the room. The back half of the store is nothing but crap they're hocking for the show. The rest of what I saw was high priced and pretty unspectacular. Be sure to keep an eye out for the ""As Seen On TV"" stickers, as this likely indicates an item you're about to pay double for. 

Oh, and if you think you're going to walk in here on a non-filming day and see anyone from the cast, think again. They get paid to shoot TV footage, not actually work here.",review,G69-uLxHs3h6uvrikivpVA
"{'funny': 0, 'useful': 2, 'cool': 1}",V7jAZ0QbpFvkEL8qIS8p2Q,wNSqjmXZOo3I1a2BdxImAg,5,2010-09-26,"I thought I reviewed this place already. I mean, why wouldn't I jump to write the review on this awsome burger joint right after my experience? Must have been the food coma from this yummy food.. or perhaps the beers that followed the food... oh well.

So I stopped by Bachi Burger with some friends (party of 5) sometime in the middle of August. I was worried about the previous reviews about the service. But we had no problems. Our server was awesome! It was about 9:30p and the place was half full. I wish I remembered the name of our server, he seemed so happy and passionate about his job! And gave us recommendations and whatnot.

So we started off with the truffle fries and I got the Kiki Burger, the BF got the Ronin, and our friends got a ronin, kiki, and a traditional burger. And the bf got some kind of lemonade thing, can't remember what it was, but it was good!

Fries came out pretty quick and they were gone in less than a minute! yummy stuff. The burgers did take quite a while. But the server did come by to check on us, so at least we weren't ignored. What sucked was that our burgers didn't all come out together. So some started grubbing before others cause we were starving and didn't want the food to go cold!

LOVED the kiki burger. Something about the sweet bun, it makes the burger. The flavors lived in happy harmony. Oh and the dipping sauce, interesting flavor. They gave me the wrong sauce by accident so I got to try 2 different sauces with my burger.

Haven't been back there since but I sure hope I get the chance again soon! LOVING Bachi Burger! Though this review may seem kinda not so helpful since I can't remember the details of my visit.. but I had to say something. I need to try their whole menu..! And I am sure I won't be dissappointed. Only thing is, it's kinda pricey for just the burger with no sides... oh well!",review,PXviRcHR1mqdH4vRc2LEAQ
